word;polarity
kortzichtige;-0.7
kostbaar;0.4
kostbare;0.4
kostelijk;0.9
kostelijke;0.9
kostenbesparend;-0.3
kostenbesparende;-0.3
koud;-0.4
koude;-0.4
kouwelijk;-0.2
kouwelijke;-0.2
kraakhelder;0.3
kraakheldere;0.3
krachtdadig;0.6
krachtdadige;0.6
krachtig;0.5
krachtige;0.5
krakkemikkig;-0.5
krakkemikkige;-0.5
krampachtig;-0.6
krampachtige;-0.6
krankjorum;0.9
krankjorumme;0.9
krankzinnig;-0.7
krankzinnige;-0.7
krap;-0.2
krappe;-0.2
kras;0.3
krasse;0.3
kregelig;-0.5
kregelige;-0.5
krengerig;-0.3
krengerige;-0.3
kreupel;-0.4
kreupele;-0.4
kribbig;-0.4
kribbige;-0.4
kriebelig;0.2
kriebelige;0.2
krijgshaftig;0.3
krijgshaftige;0.3
kristalhelder;0.5
kristalheldere;0.5
kritisch;0
kritische;0
krokant;0.1
krokante;0.1
krom;-0.2
kromme;-0.2
kronkelig;-0.2
kronkelige;-0.2
kroostrijk;0.1
kroostrijke;0.1
krukkig;-0.1
krukkige;-0.1
kubistisch;0
kubistische;0
kunsthistorisch;0
kunsthistorische;0
kunstig;0.6
kunstige;0.6
kunstminnend;0.5
kunstminnende;0.5
kurkdroge;0
kurkdroog;0
kwaad;-0.6
kwaadaardig;-0.6
kwaadaardige;-0.6
kwade;-0.6
kwalijk;-0.6
kwalijke;-0.6
kwalitatief;0.4
kwalitatieve;0.4
kwestieus;-0.4
kwestieuze;-0.4
kwetsbaar;-0.1
kwetsbaarder;-0.1
kwetsbaardere;-0.1
kwetsbare;-0.1
kwiek;0.6
kwieke;0.6
kwijt;-0.4
kwijte;-0.4
kwistig;-0.1
kwistige;-0.1
laag;-0.2
laag-bij-de-gronds;-0.6
laag-bij-de-grondse;-0.6
laagdrempelig;0.375
laagdrempeliger;0.375
laaghartig;-0.9
laaghartige;-0.9
laaiend;0.2
laaiende;0.2
laakbaar;-0.6
laakbare;-0.6
laat;-0.3
laatdunkend;-0.3
laatdunkende;-0.3
laatst;-0.1
laatste;-0.1
labiel;-0.5
labiele;-0.5
lachwekkend;0.2
lachwekkende;0.2
laconiek;-0.1
laconieke;-0.1
ladderzat;-0.7
ladderzatte;-0.7
laf;-0.7
laffe;-0.7
lafhartig;-1
lafhartige;-1
lage;-0.2
laks;-0.2
lakse;-0.2
lam;-0.2
lamentabel;-0.7
lamentabele;-0.7
lamme;-0.2
landbouwkundig;0
landbouwkundige;0
lang;-0.1
langdradig;-0.6
langdradige;-0.6
langdurig;-0.1
langdurige;-0.1
lange;-0.1
langer;0
langere;0
langlevend;-0.1
langlevende;-0.1
langlopend;0.1
langlopende;0.1
langzaam;-0.4
langzame;-0.4
lankmoedig;0.6
lankmoedige;0.6
larmoyant;-0.3
larmoyante;-0.3
last;-0.1
lasterlijk;-0.6
lasterlijke;-0.6
lastig;-0.8
lastige;-0.8
late;-0.3
latent;-0.1
latente;-0.1
later;0
latere;0
lauw;0
lauwe;0
laveloos;-0.4
laveloze;-0.4
lede;-0.5
leed;-0.5
leefbaar;0.4
leefbare;0.4
leeg;-0.5
leergierig;0.6
leergierige;0.6
leerplichtig;0.4
leerplichtige;0.4
leerpotentie;0.15
leerzaam;0.6
leerzame;0.6
leesbaar;0.2
leesbare;0.2
lege artis;0.4
lege;-0.5
legendarisch;0.7
legendarische;0.7
legio;0
legioe;0
legitiem;0.1
legitieme;0.1
leidinggevend;0.6
leidinggevende;0.6
leien;0
leiene;0
lekker;0.6
lekkere;0.6
lelijk;-0.7
lelijke;-0.7
Lelystads;0
lelystadse;0
letterlijk;0.1
letterlijke;0.1
leugenaar;-0.4
leugenaars;-0.5
leugenachtig;-0.6
leugenachtige;-0.6
leuk;0.6
leuke;0.6
levendig;0.6
levendige;0.6
levenloos;-0.3
levenloze;-0.3
levensecht;0.3
levensechte;0.3
levensgevaarlijk;-0.6
levensgevaarlijke;-0.6
levensgroot;0
levensgrote;0
levenslang;-0.1
levenslange;-0.1
levenslustig;0.7
levenslustige;0.7
leverbaar;0
leverbare;0
lexicografisch;-0.1
lexicografische;-0.1
lezenswaardig;0.5
lezenswaardige;0.5
liberaal;0
liberale;0
lichamelijk;0
lichamelijke;0
licht;0.2
lichtblauw;-0.1
lichtblauwe;-0.1
lichtblond;0
lichtblonde;0
lichte;0.2
lichtelijk;0
lichtelijke;0
lichtend;0
lichtende;0
lichtgeel;0.1
lichtgele;0.1
lichtgeraakt;-0.4
lichtgeraakte;-0.4
lichtgevend;0.2
lichtgevende;0.2
lichtgrijs;0
lichtgrijze;0
lichtvoetig;0.2
lichtvoetige;0.2
lichtzinnig;-0.5
lichtzinnige;-0.5
lief;0.6
liefdadig;0.5
liefdadige;0.5
liefdeloos;-0.6
liefdeloze;-0.6
liefdevol;0.6
liefdevolle;0.6
lieflijk;0.4
lieflijke;0.4
liefst;0.4
liegen;-0.1
lieve;0.6
lijfelijk;0
lijfelijke;0
lijvig;-0.2
lijvige;-0.2
lila;-0.1
lilae;-0.1
link;-0.1
linke;-0.1
links;-0.2
linkse;-0.2
links-radicaal;-0.4
links-radicale;-0.4
linnen;0
linnene;0
listig;-0.6
listige;-0.6
literair;0.1
literaire;0.1
lodderig;-0.5
lodderige;-0.5
loeihard;-0.4
loeiharde;-0.4
logisch;0.3
logische;0.3
logischere;0.39
logistiek;0.1
logistieke;0.1
lokaal;0
lokale;0
lollig;0.6
lollige;0.6
lome;-0.3
lomp;-0.8
lompe;-0.8
Londens;0
londense;0
loodgrijs;-0.1
loodgrijze;-0.1
loodrecht;0.1
loodrechte;0.1
loodzwaar;-0.3
loodzware;-0.3
loom;-0.3
loos;0.1
los;0.1
losers;-0.7
losliggend;0
losliggende;0
losse;0.1
louter;0
loutere;0
lovend;0.3333333
lovende;0.3333333
loyaal;0.7
loyale;0.7
loze;0.1
luchtdicht;-0.1
luchtdichte;-0.1
luchthartig;0.4
luchthartige;0.4
luchtig;0.3
luchtige;0.3
lucratief;-0.1
lucratieve;-0.1
ludiek;0.2
ludieke;0.2
luguber;-0.8
lugubere;-0.8
lui;-0.7
luid;0.1
luide;0.1
luie;-0.7
lullig;-0.6
lullige;-0.6
lumineus;0.8
lumineuze;0.8
luthers;0
lutherse;0
luttel;-0.1
luttele;-0.1
lux;0.6
luxe;0.6
luxueus;0.6
luxueuze;0.6
lyrisch;0.2
lyrische;0.2
maandenlang;0
maandenlange;0
maatschappelijk;0
maatschappelijke;0
maatschappijkritisch;0.2
maatschappijkritische;0.2
macaber;-0.7
macabere;-0.7
Macaus;0
macauze;0
machiavellistisch;-0.9
machiavellistische;-0.9
macho;-0.2
machoe;-0.2
machteloos;-0.5
machteloze;-0.5
machtig;0.4
machtige;0.4
macrobiotisch;0.6
macrobiotische;0.6
maf;0.1
maffe;0.1
mager;-0.3
magere;-0.3
magisch;0.6
magische;0.6
magistraal;0.9
magistrale;0.9
magnifiek;0.9
magnifieke;0.9
makkelijk;0.8
makkelijke;0.8
mal;-0.2
malafide;-0.7
malle;-0.2
manhaftig;0.7
manhaftige;0.7
manisch-depressief;-0.2
manisch-depressieve;-0.2
mank;-0.4
manke;-0.4
manmoedig;0.7
manmoedige;0.7
mannelijk;0
mannelijke;0
marginaal;-0.2
marginale;-0.2
margi's;-0.6
markant;0.3
markante;0.3
masochistisch;-0.6
masochistische;-0.6
massaal;0.2
massale;0.2
mat;-0.5
mateloos;-0.1
mateloze;-0.1
matig;-0.2
matige;-0.2
matte;-0.5
maximaal;0.2
maximale;0.2
mechanisch;0
mechanische;0
mededeelzaam;0.6
mededeelzame;0.6
medeplichtig;-0.4
medeplichtige;-0.4
medeschuldig;-0.4
medeschuldige;-0.4
medisch;0.1
medische;0.1
meedenkend;0.55
meedenkende;0.55
meedogenloos;-0.8
meedogenloze;-0.8
meegaand;0.4
meegaande;0.4
meehelpend;0.55
meelijwekkend;-0.4
meelijwekkende;-0.4
meerderjarig;0.1
meerderjarige;0.1
meerduidig;-0.3
meerduidige;-0.3
meerstemmig;0.1
meerstemmige;0.1
meeslepend;0.7
meeslepende;0.7
meesterlijk;0.9
meesterlijke;0.9
meesterwerk;0.6
meetbaar;0.1
meetbare;0.1
meewerkende;0.55
mega;0.4
melancholiek;-0.4
melancholieke;-0.4
melancholisch;-0.4
melancholische;-0.4
melig;0.2
melige;0.2
melkachtig;0
melkachtige;0
melodieus;0.4
melodieuze;0.4
melodramatisch;-0.5
melodramatische;-0.5
memorabel;0.5
memorabele;0.5
meneerke;-0.2
menselijk;0.2
menselijke;0.2
mensonterend;-0.7
mensonterende;-0.7
mensonwaardig;-0.7
mensonwaardige;-0.7
menswaardig;0.1
menswaardige;0.1
mentaal;0
mentale;0
merkbaar;0.1
merkbare;0.1
merkwaardig;0
merkwaardige;0
messcherp;0
messcherpe;0
metaforisch;0
metaforische;0
metalen;0
metalene;0
meteorologisch;-0.5
meteorologische;-0.5
micro-economisch;0.6
micro-economische;0.6
microscopisch;0
microscopische;0
middelbaar;0
middelbare;0
middeleeuws;-0.4
middeleeuwse;-0.4
middelmatig;-0.3
middelmatige;-0.3
mierenneukerij;-0.4
mierzoet;0
mierzoete;0
mieters;0.8
mieterse;0.8
miezerig;-0.3
miezerige;-0.3
milieubewust;0.2
milieubewuste;0.2
milieuvriendelijk;0.4
milieuvriendelijke;0.4
militair;-0.1
militaire;-0.1
militant;-0.5
militante;-0.5
min;-0.5
minachtend;-0.4
minachtende;-0.4
minderwaardig;-0.2
minderwaardige;-0.2
mineraal;-0.1
minerale;-0.1
miniem;0
minieme;0
minimaal;-0.1
minimale;-0.1
minne;-0.5
minutieus;0.3
minutieuze;0.3
minzaam;-0.1
minzame;-0.1
miraculeus;0.9
miraculeuze;0.9
mis;-0.5
misdeeld;-0.3
misdeelde;-0.3
miserabel;-0.7
miserabele;-0.7
miskleun;-0.4
mislukkeling;-0.5
mislukking;-0.2
mismaakt;-0.4
mismaakte;-0.4
mismoedig;-0.4
mismoedige;-0.4
misplaatst;-0.8
misplaatste;-0.8
misprijzend;-0.6
misprijzende;-0.6
misse;-0.5
misselijk;-0.6
misselijke;-0.6
misser;-0.2
mistig;0
mistige;0
mistroostig;-0.6
mistroostige;-0.6
misvormd;-0.3
misvormde;-0.3
modaal;-0.2
modale;-0.2
modderig;-0.4
modderige;-0.4
modebewust;0.2
modebewuste;0.2
modern;0.2
moderne;0.2
modernistisch;0.2
modernistische;0.2
modieus;0.4
modieuze;0.4
moe;-0.5
moedeloos;-0.3
moedeloze;-0.3
moedig;0.9
moedige;0.9
moeilijk;-0.4
moeilijke;-0.4
moeiteloos;0.4
moeiteloze;0.4
moeizaam;-0.5
moeizame;-0.5
mogelijk;0.1
mogelijke;0.1
momentaan;0
momentane;0
mondain;-0.2
mondaine;-0.2
monddode;-0.4
monddood;-0.4
mondiaal;0
mondiale;0
mondig;0.3
mondige;0.3
mongoloïde;-0.2
monogaam;0.4
monogame;0.4
monsterachtig;-0.4
monsterachtige;-0.4
monter;0.4
montere;0.4
monumentaal;0
monumentale;0
mooi;0.7
mooie;0.7
moppig;0.7
moppige;0.7
morbide;-0.8
moreel;0.2
morele;0.2
Moskous;0
moskouze;0
motivatieverlies;-0.3
motorisch;0
motorische;0
muf;-0.6
muffe;-0.6
muffig;-0.5
muffige;-0.5
muisgrijs;0
muisgrijze;0
mul;0.1
mulle;0.1
multifunctioneel;0.4
multifunctionele;0.4
multilateraal;0
multilaterale;0
multinationaal;0.4
multinationale;0.4
murw;-0.5
murwe;-0.5
must;0.2
muurvast;-0.3
muurvaste;-0.3
muzikaal;0.2
muzikale;0.2
mwah;-0.3
mysterieus;0.4
mysterieuze;0.4
mystiek;0.1
mystieke;0.1
mythisch;0.4
mythische;0.4
mythologisch;0.2
mythologische;0.2
naadloos;0.1
naadloze;0.1
naakt;0.1
naakte;0.1
naar;-0.6
naargeestig;-0.7
naargeestige;-0.7
naarstig;0.1
naarstige;0.1
naast;0.1
naaste;0.1
nabij;0.1
nabije;0.1
nadelig;-0.5
nadelige;-0.5
nader;0.2
nadere;0.2
naïef;-0.5
naïeffe;-0.5
nalatig;-0.4
nalatige;-0.4
naoorlogs;0
naoorlogse;0
napoleontisch;-0.2
napoleontische;-0.2
narcistisch;-0.6
narcistische;-0.6
nare;-0.6
narrig;-0.6
narrige;-0.6
nat;-0.1
nationaal;0
nationale;0
nationalistisch;-0.1
nationalistische;-0.1
natte;-0.1
natuurlijk;0.3
natuurlijke;0.3
natuurtalent;0.5
natuurwetenschappelijk;0
natuurwetenschappelijke;0
nauw;0
nauwe;0
nauwgezet;0.4
nauwgezette;0.4
nauwkeurig;0.4
nauwkeurige;0.4
nauwsluitend;0
nauwsluitende;0
navoelbaar;0
navoelbare;0
navolgend;0
navolgende;0
navrant;-0.6
navrante;-0.6
Nederlandstalig;0
nederlandstalige;0
neergeknuppeld;-0.2
nefast;-0.5
nefaste;-0.5
negatief;-0.3
negatieve;-0.3
neofascistisch;0.1
neofascistische;0.1
neonazistisch;-0.5
neonazistische;-0.5
nerveus;-0.5
nerveuze;-0.5
net;0.6
netelig;-0.4
netelige;-0.4
netjes;0.6
netjesse;0.6
nette;0.6
Neurenbergs;0
neurenbergse;0.7
neurologisch;0
neurologische;0
neurotisch;-0.5
neurotische;-0.5
neutraal;0
neutrale;0
nevelachtig;0.1
nevelachtige;0.1
nevengeschikt;-0.3
nevengeschikte;-0.3
nichterig;-0.1
nichterige;-0.1
niet-bindend;0.2
niet-bindende;0.2
niet-commercieel;0.3
niet-commerciele;0.3
nietsvermoedend;-0.2
nietsvermoedende;-0.2
nietszeggend;-0.5
nietszeggende;-0.5
niet-westers;0
niet-westerse;0
nieuw;0.2
nieuwbakken;0
nieuwbakkene;0
nieuwe;0.2
nieuwsgierig;0.2
nieuwsgierige;0.2
nihilistisch;0
nihilistische;0
nijpend;-0.2
nijpende;-0.2
nipt;-0.1
nipte;-0.1
nobel;0.6
nobele;0.6
nodeloos;-0.5
nodeloze;-0.5
nodig;0.2
nodige;0.2
noemenswaardig;0.1
noemenswaardige;0.1
noest;0
noeste;0
nonchalant;-0.5
nonchalante;-0.5
non-profit;0.3
non-profitte;0.3
non-stop;-0.1
non-stoppe;-0.1
noodgedwongen;-0.4
noodgedwongene;-0.4
noodlottig;-0.6
noodlottige;-0.6
noodzakelijk;0.1
noodzakelijke;0.1
normaal;0.1
normale;0.1
nors;-0.5
norse;-0.5
nostalgisch;-0.1
nostalgische;-0.1
nuchter;0.2
nuchtere;0.2
nukkig;-0.3
nukkige;-0.3
nurks;-0.4
nurkse;-0.4
nutteloos;-0.5
nutteloze;-0.5
nuttig;0.6
nuttige;0.6
objectief;0
objectieve;0
obligaat;0
obligate;0
obscure;-0.5
obscuur;-0.5
obsessief;-0.5
obsessieve;-0.5
obstinaat;-0.2
obstinate;-0.2
occult;-0.5
occulte;-0.5
ocharme;-0.1
oecumenisch;0
oecumenische;0
oenig;-0.6
oenige;-0.6
oersaai;-1
oersaaie;-1
oersterk;0.6
oersterke;0.6
oeverloos;-0.2
oeverloze;-0.2
offensief;0
offensieve;0
officieel;0.1
officiele;0.1
officieus;0
officieuze;0
ogenblikkelijk;0.4
ogenblikkelijke;0.4
ogenschijnlijk;0
ogenschijnlijke;0
okay;0.5
oke;0.5
oliedom;-0.6
oliedomme;-0.6
olympisch;0.2
olympische;0.2
omineus;-0.6
omineuze;-0.6
omslachtig;-0.5
omslachtige;-0.5
omzichtig;0.4
omzichtige;0.4
onaangenaam;-0.6
onaangename;-0.6
onaangepast;-0.6
onaangepaste;-0.6
onaangevochten;0.3
onaangevochtene;0.3
onaantastbaar;0.8
onaantastbare;0.8
onaantrekkelijk;-0.8
onaantrekkelijke;-0.8
onaanzienlijk;-0.5
onaanzienlijke;-0.5
onaardig;-0.6
onaardige;-0.6
onacceptabel;-0.6
onacceptabele;-0.6
onachtzaam;-0.1
onachtzame;-0.1
onaf;-0.3
onaffe;-0.3
onafgebroken;0
onafgebrokene;0
onafhankelijk;0.4
onafhankelijke;0.4
onafwendbaar;-0.2
onafwendbare;-0.2
onafzienbaar;-0.1
onafzienbare;-0.1
onalledaags;0.1
onalledaagse;0.1
onbaatzuchtig;0.4
onbaatzuchtige;0.4
onbarmhartig;-0.6
onbarmhartige;-0.6
onbeantwoord;-0.1
onbeantwoorde;-0.1
onbedachtzaam;-0.3
onbedachtzame;-0.3
onbedoeld;-0.3
onbedoelde;-0.3
onbedreigd;0.1
onbedreigde;0.1
onbeduidend;0
onbeduidende;0
onbedwingbaar;0
onbedwingbare;0
onbegaanbaar;-0.2
onbegaanbare;-0.2
onbegrensd;0.2
onbegrensde;0.2
onbegrepen;-0.6
onbegrepene;-0.6
onbegrijpelijk;-0.6
onbegrijpelijke;-0.6
onbehaaglijk;-0.4
onbehaaglijke;-0.4
onbeheersbaar;-0.1
onbeheersbare;-0.1
onbeheerst;-0.4
onbeheerste;-0.4
onbeholpen;-0.5
onbeholpene;-0.5
onbehoorlijk;-0.6
onbehoorlijke;-0.6
onbekend;-0.2
onbekende;-0.2
onbekwaam;-0.35
onbelangrijk;-0.4
onbelangrijke;-0.4
onbeleefd;-0.6
onbeleefde;-0.6
onbelemmerd;0.4
onbelemmerde;0.4
onbenullig;-0.5
onbenullige;-0.5
onbenut;-0.6
onbenutte;-0.6
onbepaald;0.2
onbepaalde;0.2
onbeperkt;0.2
onbeperkte;0.2
onberekenbaar;-0.4
onberekenbare;-0.4
onberoerd;-0.2
onberoerde;-0.2
onbeschermd;-0.4
onbeschermde;-0.4
onbeschoft;-0.6
onbeschofte;-0.6
onbeschrijfelijk;0.1
onbeschrijfelijke;0.1
onbestaand;-0.3
onbestaande;-0.3
onbestemd;-0.1
onbestemde;-0.1
onbestreden;0.3
onbestredene;0.3
onbesuisd;-0.3
onbesuisde;-0.3
onbetamelijk;-0.6
onbetamelijke;-0.6
onbetreden;0.1
onbetredene;0.1
onbetrouwbaar;-0.8
onbetrouwbare;-0.8
onbetwist;0.3
onbetwistbaar;0.1
onbetwistbare;0.1
onbetwiste;0.3
onbevangen;0.4
onbevangene;0.4
onbevattelijk;-0.6
onbevattelijke;-0.6
onbevoegd;-0.35
onbevredigd;-0.6
onbevredigde;-0.6
onbevredigend;-0.7
onbevredigende;-0.7
onbewogen;-0.5
onbewogene;-0.5
onbewolkt;0.1
onbewolkte;0.1
onbewust;-0.1
onbewuste;-0.1
onbezonnen;-0.6
onbezonnene;-0.6
onbezorgd;0.4
onbezorgde;0.4
onbillijk;-0.4
onbillijke;-0.4
onbreekbaar;0.1
onbreekbare;0.1
onbuigzaam;-0.9
onbuigzame;-0.9
onchristelijk;-0.4
onchristelijke;-0.4
oncollegiaal;-0.2916667
oncomfortabel;-0.9
oncomfortabele;-0.9
oncontroleerbaar;-0.1
oncontroleerbare;-0.1
onconventioneel;0.4
onconventionele;0.4
ondankbaar;-0.4
ondankbare;-0.4
ondemocratisch;-0.2
ondemocratische;-0.2
ondenkbaar;-0.2
ondenkbare;-0.2
onder verwacht niveau;-0.2
onder verwachting;-0.2
ondergeschikt;-0.1
ondergeschikte;-0.1
ondergesneeuwd;-0.3
onderhoudend;0.6
onderhoudende;0.6
onderhuids;-0.1
onderhuidse;-0.1
onderliggend;0
onderliggende;0
onderling;0
onderlinge;0
ondermaats;-0.7
ondermaatse;-0.7
onderontwikkeld;-0.5
onderontwikkelde;-0.5
onderst;-0.1
onderstaand;0
onderstaande;0
onderste;-0.1
ondersteunend;0.5
ondervoed;-0.5
ondervoede;-0.5
ondeskundig;-0.4
ondeskundige;-0.4
ondeugdelijk;-0.1
ondeugdelijke;-0.1
ondeugend;0.3
ondeugende;0.3
ondoelmatig;-0.4
ondoelmatige;-0.4
ondoenlijk;-0.4
ondoenlijke;-0.4
ondoordacht;-0.3
ondoordachte;-0.3
ondoordringbaar;-0.2
ondoordringbare;-0.2
ondoorgrondelijk;-0.6
ondoorgrondelijke;-0.6
ondoorzichtig;-0.6
ondoorzichtige;-0.6
ondrinkbaar;-0.5
ondrinkbare;-0.5
ondubbelzinnig;0.2
ondubbelzinnige;0.2
onduidelijk;-0.4
onduidelijke;-0.4
oneens;-0.4
oneense;-0.4
oneerbaar;-0.4
oneerbare;-0.4
oneerbiedig;-0.2
oneerbiedige;-0.2
oneerlijk;-0.6
oneerlijke;-0.6
oneetbaar;-0.2
oneetbare;-0.2
oneffen;-0.3
oneffene;-0.3
oneindig;-0.1
oneindige;-0.1
onervaren;-0.6
onervarene;-0.6
onevenaarbaar;0.9
onevenaarbare;0.9
onevenwichtig;-0.5
onevenwichtige;-0.5
onfatsoenlijk;-0.7
onfatsoenlijke;-0.7
onfeilbaar;0.7
onfeilbare;0.7
onfris;-0.4
onfrisse;-0.4
ongeboren;0
ongeborene;0
ongebreideld;0.3
ongebreidelde;0.3
ongebruikelijk;0
ongebruikelijke;0
ongecompliceerd;0.4
ongecompliceerde;0.4
ongecontroleerd;-0.1
ongecontroleerde;-0.1
ongecoördineerd;0.3
ongecoördineerde;0.3
ongedisciplineerd;-0.6
ongedisciplineerde;-0.6
ongeduldig;-0.2
ongeduldige;-0.2
ongeëvenaard;0.7
ongeëvenaarde;0.7
ongefundeerd;-0.4
ongefundeerde;-0.4
ongehinderd;0.3
ongehinderde;0.3
ongehoord;-0.3
ongehoorde;-0.3
ongeïnspireerd;-0.5
ongeïnspireerde;-0.5
ongeïnteresseerd;-0.125
ongekend;0.6
ongekende;0.6
ongekroond;0.1
ongekroonde;0.1
ongekunsteld;0.4
ongekunstelde;0.4
ongeldig;0
ongeldige;0
ongelegen;-0.3
ongelegene;-0.3
ongelezen;0.1
ongelezene;0.1
ongelijk;-0.1
ongelijke;-0.1
ongelimiteerd;0.1
ongelimiteerde;0.1
ongelofelijk;0.4
ongelofelijke;0.4
ongelofeloos;0.9
ongelofeloze;0.9
ongelooflijk;0.3
ongelooflijke;0.3
ongeloofwaardig;-0.6
ongeloofwaardige;-0.6
ongelovig;-0.5
ongelovige;-0.5
ongelukkig;-0.5
ongelukkige;-0.5
ongemakkelijk;-0.5
ongemakkelijke;-0.5
ongemerkt;-0.2
ongemerkte;-0.2
ongenadig;-0.4
ongenadige;-0.4
ongeneeslijk;-0.5
ongeneeslijke;-0.5
ongenuanceerd;-0.4
ongenuanceerde;-0.4
ongepast;-0.6
ongepaste;-0.6
ongepeld;0
ongepelde;0
ongeremd;0.3
ongeremde;0.3
ongerept;0
ongerepte;0
ongerijmd;-0.1
ongerijmde;-0.1
ongerust;-0.1
ongeruste;-0.1
ongeschikt;-0.6
ongeschikte;-0.6
ongesteld;0
ongestelde;0
ongestoord;0.4
ongestoorde;0.4
ongevaarlijk;0.6
ongevaarlijke;0.6
ongewapend;0.2
ongewapende;0.2
ongewassen;-0.4
ongewassene;-0.4
ongewone;0
ongewoon;0
ongezeglijk;-0.1
ongezeglijke;-0.1
ongezond;-0.6
ongezonde;-0.6
ongezouten;0.4
ongezoutene;0.4
ongrijpbaar;0
ongrijpbare;0
ongunstig;-0.4
ongunstige;-0.4
ongure;-0.4
onguur;-0.4
onhandig;-0.5
onhandige;-0.5
onhebbelijk;-0.7
onhebbelijke;-0.7
onheilspellend;-0.6
onheilspellende;-0.6
onherbergzaam;-0.2
onherbergzame;-0.2
onherkenbaar;-0.2
onherkenbare;-0.2
onherroepelijk;-0.2
onherroepelijke;-0.2
onheuglijk;-0.4
onheuglijke;-0.4
onhoudbaar;-0.5
onhoudbare;-0.5
onhygiënisch;-0.7
onhygiënische;-0.7
oninteressant;-0.6
oninteressante;-0.6
onjuist;-0.5
onjuiste;-0.5
onkerkelijk;-0.1
onkerkelijke;-0.1
onkuis;-0.5
onkuize;-0.5
onkundigheid;-0.35
onkwetsbaar;0.5
onkwetsbare;0.5
onleefbaar;-0.7
onleefbare;-0.7
onleesbaar;-0.6
onleesbare;-0.6
onlogisch;-0.4
onlogische;-0.4
onlosmakelijk;0.2
onlosmakelijke;0.2
onmachtig;-0.5
onmachtige;-0.5
onmenselijk;-0.9
onmenselijke;-0.9
onmetelijk;0.2
onmetelijke;0.2
onmiddellijk;0
onmiddellijke;0
onmisbaar;0.4
onmisbare;0.4
onmiskenbaar;0.1
onmiskenbare;0.1
onmogelijk;-0.5
onmogelijke;-0.5
onmondig;0
onmondige;0
onnadenkend;-0.4
onnadrukkelijk;0.6
onnadrukkelijke;0.6
onnaspeurbaar;-0.6
onnaspeurbare;-0.6
onnaspeurlijk;-0.6
onnaspeurlijke;-0.6
onnatuurlijk;-0.5
onnatuurlijke;-0.5
onnavolgbaar;0.4
onnavolgbare;0.4
onneembaar;0
onneembare;0
onnodig;-0.4
onnodige;-0.4
onnozel;-0.5
onnozele;-0.5
onofficieel;-0.1
onofficiele;-0.1
onomstotelijk;0.1
onomstotelijke;0.1
onomstreden;0.3
onomstredene;0.3
onomwonden;-0.1
onomwondene;-0.1
ononderbroken;0
ononderbrokene;0
onontbeerlijk;0.4
onontbeerlijke;0.4
onontkoombaar;-0.1
onontkoombare;-0.1
onooglijk;-0.4
onooglijke;-0.4
onopgehelderd;-0.1
onopgehelderde;-0.1
onopgelost;-0.3
onopgeloste;-0.3
onopgevoed;-0.3
onopgevoede;-0.3
onophoudelijk;0
onophoudelijke;0
onoplosbaar;-0.1
onoplosbare;-0.1
onopvallend;-0.5
onopvallende;-0.5
onoverbrugbaar;-0.6
onoverbrugbare;-0.6
onoverkomelijk;-0.1
onoverkomelijke;-0.1
onovertroffen;1
onovertroffene;1
onoverwinnelijk;0.7
onoverwinnelijke;0.7
onoverzichtelijk;-0.5
onoverzichtelijke;-0.5
onpeilbaar;-0.6
onpeilbare;-0.6
onpersoonlijk;-0.5
onpersoonlijke;-0.5
onplezierig;-0.6
onplezierige;-0.6
onprettig;-0.6
onprettige;-0.6
onproductief;-0.3
onproductieve;-0.3
onprofessioneel;-0.2916667
onrealistisch;-0.4
onrealistische;-0.4
onrechtvaardig;-0.7
onrechtvaardige;-0.7
onredelijk;-0.4
onredelijke;-0.4
onrendabel;-0.3
onrendabele;-0.3
onrijp;-0.2
onrijpe;-0.2
onrustbarend;-0.4
onrustbarende;-0.4
onrustig;-0.3
onrustige;-0.3
onsamenhangend;-0.5
onsamenhangende;-0.5
onschadelijk;0.6
onschadelijke;0.6
onschatbaar;0.4
onschatbare;0.4
onscherp;-0.2
onscherpe;-0.2
onschuldig;0.3
onschuldige;0.3
onsmakelijk;-0.7
onsmakelijke;-0.7
onsportief;-0.5
onsportieve;-0.5
onsterfelijk;0.7
onsterfelijke;0.7
onstuimig;0.3
onstuimige;0.3
onstuitbaar;0.2
onstuitbare;0.2
onsympathiek;-0.7
onsympathieke;-0.7
ontelbaar;0
ontelbare;0
ontembaar;0
ontembare;0
onterecht;-0.4
onterechte;-0.4
ontevreden;-0.4
ontevredene;-0.4
ontgoocheld;-0.4
ontgoochelde;-0.4
onthand;-0.6
onthande;-0.6
onthutst;-0.6
onthutste;-0.6
ontluisterend;-0.4
ontluisterende;-0.4
ontoegankelijk;-0.2
ontoegankelijke;-0.2
ontoerekeningsvatbaar;-0.3
ontoerekeningsvatbare;-0.3
ontploffen;-0.3
ontroerend;0.5
ontroerende;0.5
ontspannen;0.6
ontspannend;0.9
ontspannende;0.9
ontspannene;0.6
ontvlambaar;-0.6
ontvlambare;-0.6
ontzaglijk;0.2
ontzaglijke;0.2
ontzagwekkend;0.6
ontzagwekkende;0.6
ontzet;-0.6
ontzette;-0.6
ontzettend;0.2
ontzettende;0.2
ontzield;-0.3
ontzielde;-0.3
onuitputtelijk;0.9
onuitputtelijke;0.9
onuitroeibaar;-0.5
onuitroeibare;-0.5
onuitsprekelijk;-0.4
onuitsprekelijke;-0.4
onuitstaanbaar;-0.8
onuitstaanbare;-0.8
